Accident_ID,Date,Time,State,City,Latitude,Longitude,Road_Type,Weather_Condition,Lighting_Condition,Primary_Cause,Vehicle_Type,Severity,Fatalities,Injuries
ACC1313,2025-07-23,07:17,Chhattisgarh,Raipur,24.3897,77.4431,City Road,Cloudy,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,2
ACC1314,2025-07-23,16:25,Jharkhand,Ranchi,32.2651,78.7593,State Highway,Clear,Daylight,Overspeeding,Bus,Moderate,0,1
ACC1315,2025-07-24,12:21,Gujarat,Ahmedabad,21.6077,86.4068,National Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Severe / Fatal,2,3
ACC1316,2025-07-24,08:18,Telangana,Hyderabad,27.1925,78.2204,State Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,0,4
ACC1317,2025-07-24,14:28,Karnataka,Bengaluru,23.771,89.5819,State Highway,Rainy,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1318,2025-07-24,23:51,Bihar,Patna,29.7624,80.229,Rural Road,Clear,Darkness,Overspeeding,SUV,Moderate,0,3
ACC1319,2025-07-25,11:08,Nagaland,Kohima,10.7836,70.6481,City Road,Clear,Daylight,Distracted Driving,Truck / Commercial,Minor,0,2
ACC1320,2025-07-26,19:08,Nagaland,Kohima,10.1623,91.0372,State Highway,Clear,Twilight,Mechanical Failure,Car / Sedan,Minor,0,2
ACC1321,2025-07-26,09:26,Karnataka,Bengaluru,15.6154,76.8441,Rural Road,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,0,2
ACC1322,2025-07-27,02:38,Assam,Guwahati,13.0587,81.0339,State Highway,Clear,Darkness,Overspeeding,Auto Rickshaw,Moderate,1,3
ACC1323,2025-07-28,07:44,Tamil Nadu,Chennai,33.8561,88.2352,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,0,4
ACC1324,2025-07-28,10:56,Sikkim,Gangtok,14.801,78.175,National Highway,Clear,Daylight,Overspeeding,Bus,Minor,0,1
ACC1325,2025-07-28,07:47,Kerala,Thiruvananthapuram,36.8953,70.3127,State Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Minor,0,1
ACC1326,2025-07-28,00:32,Rajasthan,Jaipur,18.2374,79.3567,National Highway,Clear,Darkness,Weather Conditions,Two-Wheeler,Severe / Fatal,3,4
ACC1327,2025-07-28,18:19,Punjab,Ludhiana,13.7178,95.6168,Rural Road,Clear,Twilight,Overspeeding,Car / Sedan,Minor,0,1
ACC1328,2025-07-29,17:53,Tripura,Agartala,31.4592,86.9894,City Road,Cloudy,Daylight,Weather Conditions,SUV,Moderate,0,1
ACC1329,2025-07-29,16:44,Madhya Pradesh,Bhopal,27.6343,87.8372,National Highway,Foggy,Daylight,Drunk Driving,Two-Wheeler,Severe / Fatal,2,4
ACC1330,2025-07-30,06:35,Maharashtra,Mumbai,22.9473,86.72,Expressway,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,4
ACC1331,2025-07-30,05:55,Mizoram,Aizawl,24.6166,74.3713,City Road,Rainy,Twilight,Fatigue,Two-Wheeler,Moderate,0,1
ACC1332,2025-07-31,03:20,Tripura,Agartala,29.4007,80.6225,Rural Road,Clear,Darkness,Overspeeding,Car / Sedan,Moderate,0,1
ACC1333,2025-07-31,16:45,Telangana,Hyderabad,15.0709,90.1018,City Road,Cloudy,Daylight,Mechanical Failure,Truck / Commercial,Minor,0,1
ACC1334,2025-08-01,19:47,Assam,Guwahati,37.493,71.5891,State Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC1335,2025-08-01,11:59,West Bengal,Kolkata,36.864,76.6188,City Road,Clear,Daylight,Overspeeding,SUV,Minor,0,1
ACC1336,2025-08-02,05:35,Nagaland,Kohima,27.3895,76.5751,Expressway,Clear,Twilight,Mechanical Failure,Bus,Minor,0,1
ACC1337,2025-08-02,12:40,Punjab,Ludhiana,14.2266,81.0125,Expressway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,1,4
ACC1338,2025-08-02,09:13,Telangana,Hyderabad,28.2627,96.6405,National Highway,Cloudy,Daylight,Drunk Driving,SUV,Moderate,1,1
ACC1339,2025-08-02,09:12,Tamil Nadu,Chennai,10.5082,70.6238,National Highway,Clear,Daylight,Drunk Driving,Auto Rickshaw,Moderate,1,2
ACC1340,2025-08-03,14:13,Kerala,Thiruvananthapuram,9.2951,83.483,State Highway,Clear,Daylight,Distracted Driving,Auto Rickshaw,Moderate,1,3
ACC1341,2025-08-03,16:39,West Bengal,Kolkata,15.9243,73.8119,National Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Severe / Fatal,3,4
ACC1342,2025-08-04,05:45,Telangana,Hyderabad,21.9086,96.3643,National Highway,Rainy,Twilight,Overspeeding,Two-Wheeler,Severe / Fatal,3,0
ACC1343,2025-08-05,01:18,Maharashtra,Mumbai,33.7536,71.9291,City Road,Clear,Darkness,Weather Conditions,Two-Wheeler,Minor,0,2
ACC1344,2025-08-05,22:43,Jharkhand,Ranchi,29.6333,80.2026,National Highway,Clear,Darkness,Drunk Driving,SUV,Severe / Fatal,2,1
ACC1345,2025-08-05,07:22,Haryana,Gurugram,30.087,89.7297,Expressway,Cloudy,Daylight,Drunk Driving,SUV,Minor,0,2
ACC1346,2025-08-06,02:58,Meghalaya,Shillong,20.8244,88.7798,State Highway,Clear,Darkness,Overspeeding,SUV,Moderate,0,4
ACC1347,2025-08-06,06:43,Bihar,Patna,18.5013,80.7478,Rural Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,1
ACC1348,2025-08-07,01:08,Telangana,Hyderabad,19.2343,78.5759,State Highway,Foggy,Darkness,Fatigue,Two-Wheeler,Moderate,0,3
ACC1349,2025-08-08,10:45,Tamil Nadu,Chennai,37.2394,80.032,National Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Moderate,0,3
ACC1350,2025-08-08,17:41,Uttar Pradesh,Lucknow,9.5712,76.2319,Expressway,Clear,Daylight,Fatigue,Car / Sedan,Moderate,1,1
ACC1351,2025-08-10,09:11,Sikkim,Gangtok,33.7173,74.552,City Road,Clear,Daylight,Overspeeding,SUV,Moderate,0,4
ACC1352,2025-08-10,11:32,Arunachal Pradesh,Itanagar,25.2973,82.4666,Rural Road,Rainy,Daylight,Distracted Driving,Car / Sedan,Severe / Fatal,3,3
ACC1353,2025-08-11,15:34,Nagaland,Kohima,21.2076,76.3532,State Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Minor,0,2
ACC1354,2025-08-12,12:44,Telangana,Hyderabad,29.5775,76.8927,State Highway,Cloudy,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,2
ACC1355,2025-08-12,18:40,Andhra Pradesh,Visakhapatnam,22.6107,87.4175,Rural Road,Rainy,Twilight,Distracted Driving,Two-Wheeler,Severe / Fatal,3,3
ACC1356,2025-08-12,18:20,Uttarakhand,Dehradun,33.904,96.3033,National Highway,Clear,Twilight,Drunk Driving,Two-Wheeler,Moderate,1,2
ACC1357,2025-08-12,00:45,Chhattisgarh,Raipur,34.7005,85.9037,Expressway,Rainy,Darkness,Mechanical Failure,Two-Wheeler,Moderate,0,2
ACC1358,2025-08-13,16:07,Madhya Pradesh,Bhopal,20.7143,70.8939,State Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Moderate,0,3
ACC1359,2025-08-13,11:48,West Bengal,Kolkata,16.4834,70.8541,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,1,3
ACC1360,2025-08-13,21:22,Kerala,Thiruvananthapuram,25.6966,95.8156,State Highway,Rainy,Darkness,Weather Conditions,Two-Wheeler,Moderate,0,4
ACC1361,2025-08-13,12:35,West Bengal,Kolkata,35.041,77.1728,National Highway,Cloudy,Daylight,Overspeeding,SUV,Severe / Fatal,1,0
ACC1362,2025-08-14,21:30,Uttar Pradesh,Lucknow,14.5513,71.3239,City Road,Clear,Darkness,Overspeeding,Two-Wheeler,Moderate,1,3
ACC1363,2025-08-14,16:37,Tripura,Agartala,26.5906,85.7728,Rural Road,Clear,Daylight,Mechanical Failure,SUV,Moderate,1,2
ACC1364,2025-08-15,07:36,Himachal Pradesh,Shimla,26.8416,86.474,National Highway,Clear,Daylight,Overspeeding,SUV,Severe / Fatal,3,3
ACC1365,2025-08-15,13:42,Tripura,Agartala,29.8069,87.1824,City Road,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,0,2
ACC1366,2025-08-16,22:45,Tripura,Agartala,12.2418,76.321,National Highway,Clear,Darkness,Overspeeding,Auto Rickshaw,Moderate,0,4
ACC1367,2025-08-16,17:26,Assam,Guwahati,29.3021,69.1307,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC1368,2025-08-16,05:43,Karnataka,Bengaluru,34.9437,96.2029,National Highway,Clear,Twilight,Drunk Driving,SUV,Minor,0,2
ACC1369,2025-08-16,15:47,Assam,Guwahati,13.6467,75.8505,Rural Road,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,3
ACC1370,2025-08-17,09:57,Odisha,Bhubaneswar,15.3363,87.9667,City Road,Clear,Daylight,Weather Conditions,Truck / Commercial,Minor,0,2
ACC1371,2025-08-18,00:53,Odisha,Bhubaneswar,36.7647,88.839,City Road,Rainy,Darkness,Overspeeding,Two-Wheeler,Moderate,1,4
ACC1372,2025-08-19,10:34,Arunachal Pradesh,Itanagar,13.6845,86.0852,City Road,Rainy,Daylight,Overspeeding,Two-Wheeler,Moderate,0,1
ACC1373,2025-08-20,07:18,Nagaland,Kohima,33.348,77.6179,Expressway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1374,2025-08-20,17:56,Rajasthan,Jaipur,22.7745,76.4262,Rural Road,Clear,Daylight,Overspeeding,SUV,Minor,0,2
ACC1375,2025-08-20,08:54,Sikkim,Gangtok,15.6191,85.7335,City Road,Clear,Daylight,Weather Conditions,SUV,Moderate,0,4
ACC1376,2025-08-21,17:27,Madhya Pradesh,Bhopal,33.8259,93.3837,Rural Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1377,2025-08-21,00:51,Assam,Guwahati,21.4029,95.6819,State Highway,Clear,Darkness,Distracted Driving,Car / Sedan,Minor,0,2
ACC1378,2025-08-21,08:00,Assam,Guwahati,23.4327,71.7183,National Highway,Rainy,Daylight,Mechanical Failure,SUV,Moderate,1,2
ACC1379,2025-08-21,07:33,Goa,Panaji,18.8896,73.1126,State Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,1,2
ACC1380,2025-08-22,07:06,Assam,Guwahati,25.7142,95.625,National Highway,Clear,Daylight,Weather Conditions,Truck / Commercial,Moderate,0,1
ACC1381,2025-08-22,03:01,Mizoram,Aizawl,13.1749,89.6913,Expressway,Clear,Darkness,Overspeeding,Truck / Commercial,Moderate,0,4
ACC1382,2025-08-23,06:24,Manipur,Imphal,19.8196,93.8653,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC1383,2025-08-23,13:09,Madhya Pradesh,Bhopal,36.7068,74.475,Expressway,Clear,Daylight,Mechanical Failure,SUV,Moderate,1,4
ACC1384,2025-08-24,08:03,Andhra Pradesh,Visakhapatnam,15.9375,85.4462,National Highway,Cloudy,Daylight,Distracted Driving,Two-Wheeler,Severe / Fatal,2,5
ACC1385,2025-08-24,10:42,Jharkhand,Ranchi,27.5767,88.6825,National Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Minor,0,2
ACC1386,2025-08-24,09:03,Bihar,Patna,17.8955,88.0832,State Highway,Clear,Daylight,Distracted Driving,Auto Rickshaw,Moderate,0,3
ACC1387,2025-08-24,18:12,Tripura,Agartala,30.9854,80.3323,Rural Road,Clear,Twilight,Overspeeding,Truck / Commercial,Moderate,0,3
ACC1388,2025-08-25,18:17,Punjab,Ludhiana,12.2215,69.1388,State Highway,Cloudy,Twilight,Overspeeding,Car / Sedan,Moderate,0,1
ACC1389,2025-08-25,12:48,Maharashtra,Mumbai,36.7188,85.3134,State Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Minor,0,1
ACC1390,2025-08-25,08:50,Gujarat,Ahmedabad,21.6507,75.9134,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,2
ACC1391,2025-08-25,05:10,Assam,Guwahati,15.2927,81.5322,Expressway,Foggy,Twilight,Drunk Driving,Car / Sedan,Severe / Fatal,2,5
ACC1392,2025-08-26,19:18,Tamil Nadu,Chennai,10.5461,95.9911,National Highway,Clear,Twilight,Mechanical Failure,Two-Wheeler,Minor,0,1
ACC1393,2025-08-26,03:43,Assam,Guwahati,13.3569,80.0725,State Highway,Clear,Darkness,Overspeeding,Car / Sedan,Moderate,0,2
ACC1394,2025-08-26,08:16,Karnataka,Bengaluru,23.5774,92.6343,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC1395,2025-08-27,08:09,Himachal Pradesh,Shimla,18.2405,74.0734,Rural Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC1396,2025-08-27,08:53,Karnataka,Bengaluru,32.6034,87.8651,National Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Minor,0,2
ACC1397,2025-08-29,06:03,Tamil Nadu,Chennai,20.9819,96.5447,State Highway,Clear,Daylight,Drunk Driving,Auto Rickshaw,Moderate,0,3
ACC1398,2025-08-29,16:44,Tripura,Agartala,15.6625,71.604,National Highway,Clear,Daylight,Overspeeding,SUV,Moderate,0,1
ACC1399,2025-08-29,05:50,Nagaland,Kohima,26.4206,68.9371,National Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Severe / Fatal,3,1
ACC1400,2025-08-30,14:18,Odisha,Bhubaneswar,29.0379,81.0571,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,1
ACC1401,2025-08-30,05:13,Arunachal Pradesh,Itanagar,13.2776,71.3398,National Highway,Clear,Twilight,Overspeeding,Car / Sedan,Minor,0,1
ACC1402,2025-08-31,04:48,Meghalaya,Shillong,13.2945,90.029,National Highway,Clear,Darkness,Weather Conditions,Two-Wheeler,Moderate,0,3
ACC1403,2025-08-31,18:34,Nagaland,Kohima,9.4708,94.7646,State Highway,Cloudy,Twilight,Fatigue,Car / Sedan,Minor,0,2
ACC1404,2025-09-01,07:02,Chhattisgarh,Raipur,29.9029,81.0696,National Highway,Clear,Daylight,Weather Conditions,Truck / Commercial,Moderate,0,3
ACC1405,2025-09-01,17:22,Jharkhand,Ranchi,27.7831,76.0733,National Highway,Clear,Daylight,Overspeeding,SUV,Severe / Fatal,3,5
ACC1406,2025-09-01,13:52,Goa,Panaji,22.2592,81.0805,City Road,Clear,Daylight,Weather Conditions,SUV,Minor,0,2
ACC1407,2025-09-02,04:28,Rajasthan,Jaipur,33.0498,89.3183,City Road,Clear,Darkness,Overspeeding,Car / Sedan,Moderate,0,3
ACC1408,2025-09-02,19:06,Uttar Pradesh,Lucknow,31.9256,68.958,Rural Road,Clear,Twilight,Overspeeding,Bus,Minor,0,1
ACC1409,2025-09-02,07:39,Nagaland,Kohima,25.4923,85.4994,City Road,Clear,Daylight,Overspeeding,Bus,Minor,0,1
ACC1410,2025-09-02,17:55,Madhya Pradesh,Bhopal,33.7535,86.1788,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1411,2025-09-02,06:43,Gujarat,Ahmedabad,14.4106,86.8741,National Highway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,0,3
ACC1412,2025-09-02,17:47,Uttar Pradesh,Lucknow,11.6681,75.5976,City Road,Rainy,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,2,3
ACC1413,2025-09-02,00:35,Bihar,Patna,16.2767,89.0505,City Road,Clear,Darkness,Overspeeding,Two-Wheeler,Minor,0,2
ACC1414,2025-09-03,12:55,Bihar,Patna,10.0669,71.3047,City Road,Clear,Daylight,Fatigue,SUV,Moderate,0,1
ACC1415,2025-09-03,16:14,Rajasthan,Jaipur,23.9102,74.3792,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1416,2025-09-03,19:47,Jharkhand,Ranchi,35.7489,93.7079,National Highway,Clear,Twilight,Weather Conditions,Two-Wheeler,Severe / Fatal,1,4
ACC1417,2025-09-04,18:41,Madhya Pradesh,Bhopal,9.5488,89.7536,City Road,Clear,Twilight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1418,2025-09-05,17:35,Tamil Nadu,Chennai,11.9656,69.0917,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1419,2025-09-05,18:24,Gujarat,Ahmedabad,21.6042,75.7787,Rural Road,Clear,Twilight,Mechanical Failure,Bus,Minor,0,1
ACC1420,2025-09-05,07:15,Odisha,Bhubaneswar,35.6692,74.8106,National Highway,Rainy,Daylight,Overspeeding,Car / Sedan,Moderate,1,4
ACC1421,2025-09-06,08:32,Gujarat,Ahmedabad,17.6318,76.418,National Highway,Foggy,Daylight,Drunk Driving,SUV,Moderate,0,1
ACC1422,2025-09-06,08:50,Mizoram,Aizawl,23.2113,75.7555,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,1,0
ACC1423,2025-09-08,09:50,Rajasthan,Jaipur,9.6139,70.482,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,1,3
ACC1424,2025-09-09,10:51,Haryana,Gurugram,12.7316,81.7798,National Highway,Foggy,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,2,5
ACC1425,2025-09-10,13:44,Uttarakhand,Dehradun,37.2096,89.5829,National Highway,Clear,Daylight,Overspeeding,SUV,Moderate,0,2
ACC1426,2025-09-10,06:18,Andhra Pradesh,Visakhapatnam,36.5815,85.9919,Rural Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC1427,2025-09-11,15:44,Telangana,Hyderabad,8.5442,87.8768,National Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,0,2
ACC1428,2025-09-11,06:42,Tripura,Agartala,36.1929,71.0128,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,1
ACC1429,2025-09-12,08:03,Goa,Panaji,27.0623,95.8175,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1430,2025-09-12,12:59,Mizoram,Aizawl,33.7432,92.597,City Road,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,2
ACC1431,2025-09-12,17:24,Goa,Panaji,21.6784,91.6451,Expressway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,3,1
ACC1432,2025-09-12,16:24,Karnataka,Bengaluru,23.4554,92.155,Rural Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,2
ACC1433,2025-09-13,15:26,Odisha,Bhubaneswar,22.6743,95.2822,Rural Road,Rainy,Daylight,Distracted Driving,Car / Sedan,Moderate,0,2
ACC1434,2025-09-13,06:50,Sikkim,Gangtok,27.8724,84.2112,National Highway,Clear,Daylight,Mechanical Failure,Truck / Commercial,Minor,0,1
ACC1435,2025-09-13,13:43,Tamil Nadu,Chennai,12.4778,74.408,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC1436,2025-09-13,04:20,Gujarat,Ahmedabad,9.2752,86.2783,National Highway,Clear,Darkness,Overspeeding,SUV,Moderate,0,1
ACC1437,2025-09-13,09:35,Karnataka,Bengaluru,17.3916,89.8721,City Road,Rainy,Daylight,Distracted Driving,Truck / Commercial,Moderate,0,4
ACC1438,2025-09-14,10:03,Gujarat,Ahmedabad,28.9767,89.7306,City Road,Rainy,Daylight,Distracted Driving,Two-Wheeler,Moderate,1,1
ACC1439,2025-09-15,01:00,Nagaland,Kohima,14.2941,83.5613,State Highway,Clear,Darkness,Drunk Driving,Car / Sedan,Moderate,0,1
ACC1440,2025-09-15,08:47,Arunachal Pradesh,Itanagar,28.0642,70.6511,Expressway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,1
ACC1441,2025-09-15,19:16,Tripura,Agartala,36.7214,79.2767,National Highway,Rainy,Twilight,Fatigue,Truck / Commercial,Severe / Fatal,2,0
ACC1442,2025-09-15,19:12,Andhra Pradesh,Visakhapatnam,11.1419,94.9418,City Road,Clear,Twilight,Weather Conditions,Two-Wheeler,Minor,0,2
ACC1443,2025-09-16,09:39,Karnataka,Bengaluru,28.04,85.3568,Rural Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1444,2025-09-16,01:55,Himachal Pradesh,Shimla,21.3575,84.0425,National Highway,Clear,Darkness,Distracted Driving,SUV,Severe / Fatal,1,2
ACC1445,2025-09-16,06:49,Karnataka,Bengaluru,33.7498,76.3623,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1446,2025-09-16,10:55,Telangana,Hyderabad,13.5728,79.2008,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,1
ACC1447,2025-09-17,19:55,Kerala,Thiruvananthapuram,28.6247,94.2174,Expressway,Clear,Twilight,Overspeeding,Car / Sedan,Moderate,0,2
ACC1448,2025-09-18,06:28,Meghalaya,Shillong,32.873,87.6942,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1449,2025-09-19,16:53,Chhattisgarh,Raipur,35.9827,91.1405,National Highway,Foggy,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,3,2
ACC1450,2025-09-20,05:14,Maharashtra,Mumbai,28.3508,81.6488,State Highway,Rainy,Twilight,Weather Conditions,Car / Sedan,Moderate,0,1
ACC1451,2025-09-21,21:58,West Bengal,Kolkata,22.9175,86.662,State Highway,Foggy,Darkness,Overspeeding,Bus,Moderate,0,3
ACC1452,2025-09-22,09:40,Assam,Guwahati,26.4411,75.7789,State Highway,Cloudy,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,3
ACC1453,2025-09-22,16:45,Mizoram,Aizawl,33.772,88.8056,Expressway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,0,2
ACC1454,2025-09-22,09:45,Andhra Pradesh,Visakhapatnam,25.0618,80.8866,National Highway,Clear,Daylight,Overspeeding,SUV,Moderate,0,1
ACC1455,2025-09-24,14:41,Gujarat,Ahmedabad,9.2873,81.3125,City Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,1
ACC1456,2025-09-24,07:23,Uttar Pradesh,Lucknow,35.5837,87.2057,City Road,Foggy,Daylight,Distracted Driving,SUV,Moderate,0,2
ACC1457,2025-09-25,06:48,Uttarakhand,Dehradun,28.5342,95.384,State Highway,Clear,Daylight,Fatigue,Two-Wheeler,Moderate,0,2
ACC1458,2025-09-25,19:37,Kerala,Thiruvananthapuram,28.1542,70.5242,National Highway,Cloudy,Twilight,Fatigue,Auto Rickshaw,Moderate,0,1
ACC1459,2025-09-26,18:34,Himachal Pradesh,Shimla,14.6977,92.2052,City Road,Clear,Twilight,Overspeeding,Truck / Commercial,Moderate,0,4
ACC1460,2025-09-26,18:47,Punjab,Ludhiana,27.6395,77.0329,Rural Road,Rainy,Twilight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1461,2025-09-26,14:38,Sikkim,Gangtok,19.9008,81.3517,National Highway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,1,1
ACC1462,2025-09-26,17:12,Kerala,Thiruvananthapuram,27.416,69.3245,State Highway,Clear,Daylight,Fatigue,Car / Sedan,Moderate,0,3
ACC1463,2025-09-27,03:49,Kerala,Thiruvananthapuram,11.5125,77.2798,National Highway,Rainy,Darkness,Distracted Driving,Car / Sedan,Severe / Fatal,2,3
ACC1464,2025-09-27,08:46,Nagaland,Kohima,27.6091,83.025,Expressway,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,0,2
ACC1465,2025-09-27,08:12,Meghalaya,Shillong,37.5829,70.301,National Highway,Rainy,Daylight,Weather Conditions,Two-Wheeler,Moderate,1,1
ACC1466,2025-09-28,14:18,Chhattisgarh,Raipur,9.8078,82.6962,State Highway,Clear,Daylight,Overspeeding,SUV,Moderate,0,1
ACC1467,2025-09-28,09:28,Assam,Guwahati,36.9335,95.1227,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,1,1
ACC1468,2025-09-28,06:11,Assam,Guwahati,20.2817,71.7037,Expressway,Clear,Daylight,Weather Conditions,Truck / Commercial,Minor,0,1
ACC1469,2025-09-29,14:43,Uttar Pradesh,Lucknow,33.826,90.4866,State Highway,Clear,Daylight,Distracted Driving,Truck / Commercial,Moderate,1,3
ACC1470,2025-09-29,17:04,West Bengal,Kolkata,31.2457,80.3756,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,2
ACC1471,2025-09-30,09:11,Chhattisgarh,Raipur,24.9569,87.3725,Expressway,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,1
ACC1472,2025-09-30,06:11,Jharkhand,Ranchi,29.9627,76.1167,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,1,2
ACC1473,2025-10-01,07:47,Mizoram,Aizawl,34.0527,73.2455,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,2,0
ACC1474,2025-10-02,07:32,Sikkim,Gangtok,20.2009,73.2732,City Road,Clear,Daylight,Mechanical Failure,SUV,Minor,0,2
ACC1475,2025-10-02,08:07,Odisha,Bhubaneswar,17.9494,70.709,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC1476,2025-10-02,15:24,Odisha,Bhubaneswar,27.8937,73.9909,City Road,Rainy,Daylight,Overspeeding,Car / Sedan,Minor,0,2
ACC1477,2025-10-02,14:02,Himachal Pradesh,Shimla,31.9891,87.6303,Rural Road,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC1478,2025-10-03,15:27,Madhya Pradesh,Bhopal,30.6587,93.8282,National Highway,Clear,Daylight,Distracted Driving,Auto Rickshaw,Severe / Fatal,1,4
ACC1479,2025-10-03,09:17,Uttarakhand,Dehradun,31.6962,91.9026,State Highway,Clear,Daylight,Drunk Driving,SUV,Moderate,1,3
ACC1480,2025-10-04,17:35,Gujarat,Ahmedabad,21.119,88.2263,Expressway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,1,2
ACC1481,2025-10-04,07:16,Gujarat,Ahmedabad,32.2808,71.8473,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1482,2025-10-04,11:08,Uttar Pradesh,Lucknow,11.9101,76.9418,Rural Road,Cloudy,Daylight,Overspeeding,Two-Wheeler,Moderate,1,3
ACC1483,2025-10-05,17:10,Bihar,Patna,24.2991,77.5295,City Road,Foggy,Daylight,Drunk Driving,SUV,Moderate,0,1
ACC1484,2025-10-05,06:37,Nagaland,Kohima,8.5682,75.8238,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,3,3
ACC1485,2025-10-06,05:54,Arunachal Pradesh,Itanagar,17.8779,83.3777,City Road,Clear,Twilight,Fatigue,Car / Sedan,Moderate,0,4
ACC1486,2025-10-06,18:16,Odisha,Bhubaneswar,19.1007,83.9633,State Highway,Rainy,Twilight,Drunk Driving,Two-Wheeler,Moderate,1,1
ACC1487,2025-10-07,09:00,Odisha,Bhubaneswar,19.9682,78.8713,State Highway,Clear,Daylight,Overspeeding,SUV,Minor,0,1
ACC1488,2025-10-08,15:21,Chhattisgarh,Raipur,28.7076,78.783,National Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,4
ACC1489,2025-10-08,00:29,Andhra Pradesh,Visakhapatnam,19.7459,92.3138,National Highway,Clear,Darkness,Overspeeding,SUV,Moderate,1,1
